1.2580706 1.3609467 0.8167535 0.8292708 0.7107147
1.333131 1.4105958 0.9224051 0.9052132 0.7580187
1.6764683 1.7031481 1.248823 1.1801561 0.9609446
2.8357654 2.8967543 2.3443654 2.0989122 1.6409854
3.9579265 4.3075237 3.1996558 2.8941216 2.2912762
3.92361 4.2185616 2.9622245 2.7803659 2.2647009
3.8733234 4.2682352 2.810478 2.7038682 2.2544434
3.5716236 3.8926275 2.6150823 2.5058823 2.0831306
3.5348697 3.8503647 2.5865614 2.473274 2.0479941
2.3221011 2.4807265 1.6330633 1.5940228 1.3355682
1.5379671 1.5498662 1.1142048 1.0687687 0.879007
3.8357484 3.7504416 2.603138 2.5939429 2.1891232
