0.6274874 0.6726821 0.4960807 0.4243355 0.3462602
0.8189236 0.8977156 0.6107269 0.5305969 0.4468394
1.1325902 1.2701718 0.979593 0.8214843 0.6470665
2.1395159 2.3729057 1.9557487 1.6243097 1.2561547
3.376977 3.7448874 2.7478371 2.3518143 1.9374045
3.6151047 3.9433022 2.7893019 2.4023328 1.9897064
2.6580157 2.9007914 1.671091 1.5251036 1.4004989
2.4097071 2.6093152 1.4350871 1.3290582 1.247182
2.3148727 2.5162637 1.3825178 1.2762517 1.1898609
1.4261515 1.5562103 0.8897622 0.8131217 0.7477975
0.9414182 1.0288217 0.653658 0.5804485 0.509434
2.0449893 2.2742643 1.6686919 1.4180573 1.1461813
