0.1828337 0.2118023 0.1685269 0.1483269 0.1272206
0.1690418 0.1948259 0.1643515 0.1405798 0.1136102
0.3013002 0.3446407 0.2840441 0.248609 0.2111593
0.6880996 0.7917625 0.6218072 0.5527158 0.4839367
1.1300408 1.3020453 0.9403694 0.8605164 0.7952177
1.5239053 1.7467148 1.3233265 1.1837236 1.0483696
2.1025317 2.3818629 2.0485697 1.7656153 1.4502664
2.0397758 2.2979331 2.0594707 1.7431467 1.3763052
1.4720314 1.669188 1.3598808 1.1905652 1.0121076
0.7022372 0.8069884 0.5755466 0.5302894 0.4968372
0.3556931 0.4055787 0.3164978 0.2814214 0.2471291
0.1847386 0.2130399 0.1700194 0.1505585 0.1310272
