0.5680696 0.5242663 0.3297631 0.4065494 0.3028482
0.594173 0.547038 0.3451883 0.4249149 0.3163238
0.8223424 0.7875155 0.504064 0.5981017 0.4457037
1.6648693 1.640142 1.034973 1.2220614 0.9136723
3.9453461 3.0612862 1.8357852 2.6455348 1.9614625
4.6420245 3.7174985 2.2591138 3.1448929 2.330698
4.633965 4.2374678 2.7212882 3.3125865 2.4601719
4.7768736 4.339654 2.7917523 3.4026039 2.5234792
4.4695497 3.6416109 2.2351067 3.0441275 2.2535222
2.0295908 1.684743 1.0286822 1.3937565 1.035261
0.8683375 0.7850299 0.4926448 0.616481 0.4589802
0.6067702 0.548675 0.341484 0.4304275 0.3206949
