2.9623368 0 1.6809912 1.5621035 1.1100225
2.9473431 0 1.740423 1.5729046 1.1309764
2.8928366 0 1.7007691 1.5391525 1.0893683
2.469712 0 1.4944381 1.3346024 0.9458304
2.3517189 0 1.6052927 1.338297 0.9917909
2.2210586 0 1.6356162 1.3100343 0.990719
2.2538826 0 1.8332705 1.3971653 1.0804112
2.4714594 0 2.2206471 1.6234293 1.3197391
3.1189599 0 2.9883578 2.1291721 1.7819177
3.4998109 0 3.1977222 2.3334682 1.9310721
3.2403729 0 2.4079065 1.9396505 1.4900465
2.9621375 0 1.7960975 1.6060925 1.1559278
