0.9008749 1.1882507 0.381781 0.7025771 0.5255033
0.8667848 1.1563692 0.3699577 0.674795 0.5047896
1.1688854 1.493789 0.4946568 0.9186478 0.6875478
1.7105969 2.1088591 0.7170001 1.3540791 1.0136945
2.623044 3.0032504 1.0902469 2.1088121 1.5803514
5.6242552 6.0938587 2.2831576 4.557323 3.4148021
5.6048927 6.0559826 2.2703509 4.5429149 3.4037449
4.8775239 5.3630052 1.9958812 3.9451129 2.9563956
5.1700373 5.6540961 2.0902631 4.1785493 3.12972
2.0555165 2.3281457 0.8519039 1.655689 1.2408644
1.2196008 1.4552411 0.5063365 0.9713764 0.7273245
0.995312 1.2605718 0.4180164 0.7831165 0.5859985
