5.831999999999999851e+00,5.445599999999999774e+00,3.808799999999999741e+00,3.708000000000000185e+00,3.705600000000000005e+00
6.093599999999999461e+00,5.438399999999999679e+00,3.770399999999999530e+00,3.669599999999999973e+00,3.691199999999999815e+00
6.112800000000000011e+00,5.433600000000000207e+00,3.729600000000000026e+00,3.631199999999999761e+00,3.676800000000000068e+00
6.110400000000000276e+00,5.428800000000000736e+00,3.691199999999999815e+00,3.592799999999999994e+00,3.660000000000000142e+00
6.110400000000000276e+00,5.426400000000000112e+00,3.729600000000000026e+00,3.607200000000000184e+00,3.655200000000000227e+00
6.127200000000000202e+00,5.435999999999999943e+00,3.897600000000000176e+00,3.767999999999999794e+00,3.679199999999999804e+00
6.148800000000000487e+00,5.443200000000000038e+00,3.945599999999999774e+00,3.880800000000000249e+00,3.708000000000000185e+00
6.168000000000000149e+00,5.445599999999999774e+00,3.950399999999999689e+00,3.916800000000000281e+00,3.731999999999999762e+00
6.184800000000000075e+00,5.450400000000000134e+00,3.943200000000000038e+00,3.909599999999999742e+00,3.746399999999999952e+00
6.196799999999999642e+00,5.457600000000000229e+00,3.926400000000000112e+00,3.876000000000000334e+00,3.748800000000000132e+00
9.595199999999999285e-01,5.457600000000000229e+00,3.895200000000000440e+00,3.816000000000000281e+00,3.739199999999999857e+00
2.810400000000000009e+00,5.452799999999999869e+00,3.849599999999999689e+00,3.748800000000000132e+00,3.722399999999999931e+00
