0.3463882 0.4128376 0.3346017 0.2804061 0.2090034
0.4649601 0.5556319 0.4415028 0.3730354 0.2801991
1.017264 1.2182989 0.9456415 0.8085639 0.6139463
1.6829007 2.0107739 1.6137065 1.3575354 1.0157251
1.7846527 2.1290162 1.7877022 1.4709826 1.0757505
1.7750256 2.1233695 1.7016898 1.4294407 1.067116
1.4680475 1.756138 1.3526571 1.1579591 0.881772
1.0645846 1.2716863 0.9479777 0.8257841 0.6407744
0.8852717 1.0537012 0.7994611 0.6915169 0.5339047
0.600686 0.7111917 0.5612044 0.4766892 0.3624697
0.4101393 0.4862728 0.3847147 0.3265407 0.2476884
0.3293468 0.3912593 0.3128515 0.2640775 0.1986252
