1.0612581 1.1572615 0.9928856 0.9404598 0.74805
0.7664865 0.798602 0.5611513 0.5786027 0.4950954
0.816816 0.8623235 0.6598099 0.6499377 0.5357194
1.6555587 1.7802352 1.4006464 1.326021 1.0567726
2.6419585 2.8641446 2.2928543 2.1457994 1.6922506
4.254014 4.5630851 3.5689855 3.4297044 2.7685752
3.173609 3.3251107 2.4069948 2.420284 2.030473
2.7062578 2.7720432 1.9984701 2.0302474 1.7167116
2.6508114 2.709434 1.9343183 1.9869921 1.6946219
1.7846874 1.8628207 1.3832762 1.3811291 1.1516254
1.8035609 2.0804651 1.7398008 1.5443276 1.1579301
1.3175488 1.4869306 1.2601006 1.1320705 0.8586145
