2.572799999999999976e+00,3.996000000000000441e+00,3.741600000000000037e+00,3.619199999999999751e+00,3.540000000000000036e+00
5.344800000000000217e+00,3.991199999999999637e+00,3.703199999999999825e+00,3.578399999999999803e+00,3.525599999999999845e+00
5.587199999999999278e+00,3.988799999999999901e+00,3.686399999999999899e+00,3.542400000000000215e+00,3.513600000000000279e+00
5.618400000000000283e+00,4.000799999999999912e+00,3.803999999999999826e+00,3.580799999999999983e+00,3.530400000000000205e+00
5.642400000000000304e+00,4.020000000000000462e+00,3.907200000000000006e+00,3.741600000000000037e+00,3.568799999999999972e+00
5.663999999999999702e+00,4.027199999999999669e+00,3.926400000000000112e+00,3.851999999999999424e+00,3.599999999999999645e+00
5.676000000000000156e+00,4.020000000000000462e+00,3.890399999999999636e+00,3.866399999999999615e+00,3.599999999999999645e+00
5.683200000000000252e+00,4.008000000000000007e+00,3.844799999999999773e+00,3.861600000000000144e+00,3.590399999999999814e+00
5.690399999999999459e+00,4.000799999999999912e+00,3.799199999999999910e+00,3.832800000000000207e+00,3.576000000000000068e+00
5.695199999999999818e+00,3.996000000000000441e+00,3.775200000000000333e+00,3.796800000000000175e+00,3.566399999999999793e+00
5.697600000000000442e+00,3.996000000000000441e+00,3.775200000000000333e+00,3.751200000000000312e+00,3.561600000000000321e+00
8.820000000000000062e-01,3.996000000000000441e+00,3.772800000000000153e+00,3.691199999999999815e+00,3.554400000000000226e+00
