6.525599999999999845e+00,5.683200000000000252e+00,3.784799999999999720e+00,3.583200000000000163e+00,3.648000000000000131e+00
6.523200000000000109e+00,5.678399999999999892e+00,3.758399999999999963e+00,3.506399999999999739e+00,3.633600000000000385e+00
6.520799999999999486e+00,5.676000000000000156e+00,3.758399999999999963e+00,3.434400000000000119e+00,3.624000000000000110e+00
6.523200000000000109e+00,5.676000000000000156e+00,3.808799999999999741e+00,3.400800000000000267e+00,3.624000000000000110e+00
6.530400000000000205e+00,5.680799999999999628e+00,3.883199999999999985e+00,3.487200000000000077e+00,3.638399999999999856e+00
6.544799999999999507e+00,5.692800000000000082e+00,3.933599999999999763e+00,3.681599999999999984e+00,3.667200000000000237e+00
6.559199999999999697e+00,5.700000000000000178e+00,3.940800000000000303e+00,3.801600000000000090e+00,3.691199999999999815e+00
6.571200000000000152e+00,5.702399999999999913e+00,3.923999999999999932e+00,3.827999999999999847e+00,3.698399999999999910e+00
6.576000000000000512e+00,5.702399999999999913e+00,3.897600000000000176e+00,3.813600000000000101e+00,3.693599999999999994e+00
6.578400000000000247e+00,5.700000000000000178e+00,3.878400000000000070e+00,3.780000000000000249e+00,3.688800000000000079e+00
6.578400000000000247e+00,5.695199999999999818e+00,3.856800000000000228e+00,3.729600000000000026e+00,3.679199999999999804e+00
6.576000000000000512e+00,5.690399999999999459e+00,3.823199999999999932e+00,3.657599999999999962e+00,3.664800000000000058e+00
