2.0215745 1.9552127 1.290161 1.5865028 1.2138425
2.5737412 2.4811616 1.6390493 2.0154314 1.5418173
3.0607202 2.9739928 1.950115 2.3831713 1.8195624
4.1305428 4.0358176 2.6289871 3.2063053 2.4476106
3.9882247 3.9152205 2.553786 3.1044331 2.3664346
3.5323522 3.4541721 2.2694254 2.7555976 2.0988376
3.5299869 3.4457757 2.2629769 2.7437422 2.0887749
3.4638889 3.387923 2.2125785 2.6887872 2.0494349
3.3476765 3.2842479 2.1406827 2.6003666 1.9817502
3.0360177 2.9434791 1.9349309 2.3649678 1.8052619
2.7375391 2.6509345 1.7459767 2.1403527 1.6357962
2.0324032 1.9702159 1.2960744 1.5942546 1.220113
