5.443200000000000038e+00,5.755200000000000315e+00,3.758399999999999963e+00,3.628800000000000026e+00,3.681599999999999984e+00
6.033599999999999852e+00,5.747999999999999332e+00,3.719999999999999751e+00,3.592799999999999994e+00,3.664800000000000058e+00
6.081599999999999895e+00,5.743199999999999861e+00,3.681599999999999984e+00,3.554400000000000226e+00,3.650399999999999867e+00
6.084000000000000519e+00,5.736000000000000654e+00,3.645599999999999952e+00,3.518399999999999750e+00,3.636000000000000121e+00
6.086400000000000254e+00,5.736000000000000654e+00,3.719999999999999751e+00,3.535200000000000120e+00,3.633600000000000385e+00
6.105599999999999916e+00,5.745599999999999596e+00,3.902400000000000091e+00,3.696000000000000174e+00,3.664800000000000058e+00
6.129599999999999937e+00,5.757600000000000051e+00,3.950399999999999689e+00,3.839999999999999858e+00,3.700800000000000090e+00
6.151200000000000223e+00,5.767199999999999882e+00,3.952799999999999869e+00,3.885599999999999721e+00,3.727200000000000291e+00
6.168000000000000149e+00,5.774399999999999977e+00,3.938400000000000123e+00,3.873600000000000598e+00,3.739199999999999857e+00
6.172799999999999621e+00,5.776800000000000601e+00,3.911999999999999478e+00,3.823199999999999932e+00,3.734399999999999942e+00
9.556800000000000850e-01,5.771999999999999353e+00,3.868799999999999795e+00,3.751200000000000312e+00,3.719999999999999751e+00
1.180559999999999832e+00,5.764800000000000146e+00,3.806400000000000006e+00,3.676800000000000068e+00,3.698399999999999910e+00
