2.656800000000000050e+00,4.605599999999999916e+00,3.700800000000000090e+00,3.489600000000000257e+00,3.487200000000000077e+00
5.522400000000000198e+00,4.600799999999999557e+00,3.662399999999999878e+00,3.448800000000000310e+00,3.472799999999999887e+00
5.769599999999999618e+00,4.598399999999999821e+00,3.640800000000000036e+00,3.412799999999999834e+00,3.460800000000000320e+00
5.798399999999999999e+00,4.603200000000000180e+00,3.753600000000000492e+00,3.427200000000000024e+00,3.475200000000000067e+00
5.817600000000000549e+00,4.617600000000000371e+00,3.876000000000000334e+00,3.580799999999999983e+00,3.511200000000000099e+00
5.836800000000000210e+00,4.632000000000000561e+00,3.921600000000000197e+00,3.741600000000000037e+00,3.549599999999999866e+00
5.853599999999999248e+00,4.634400000000000297e+00,3.895200000000000440e+00,3.777600000000000069e+00,3.559199999999999697e+00
5.863199999999999967e+00,4.627199999999999314e+00,3.839999999999999858e+00,3.751200000000000312e+00,3.544799999999999951e+00
5.868000000000000327e+00,4.622399999999999842e+00,3.789599999999999635e+00,3.715200000000000280e+00,3.530400000000000205e+00
5.872799999999999798e+00,4.617600000000000371e+00,3.760800000000000143e+00,3.676800000000000068e+00,3.518399999999999750e+00
5.872799999999999798e+00,4.615199999999999747e+00,3.748800000000000132e+00,3.626399999999999846e+00,3.511200000000000099e+00
9.088800000000000212e-01,4.612800000000000011e+00,3.731999999999999762e+00,3.554400000000000226e+00,3.501600000000000268e+00
