0.8906503 0.8981628 0.7060605 0.7142489 0.5365546
0.77837 0.7848468 0.6183397 0.6254181 0.4698122
0.7511128 0.7697046 0.5985729 0.6032097 0.4527508
1.4570769 1.514048 1.163366 1.1710136 0.8787834
2.381397 2.5692916 1.8939292 1.909211 1.4336518
4.182157 4.5931015 3.3152697 3.3506896 2.5180562
4.2554951 4.6411209 3.3736959 3.4099874 2.5625503
3.3336453 3.6176527 2.647773 2.6718457 2.006952
2.7657328 2.9842789 2.1981328 2.21766 1.6656177
1.2402856 1.3092486 0.9902517 0.9968218 0.7481564
1.8623297 1.8994981 1.4918852 1.4971328 1.1224982
0.3777906 0.3835925 0.3009036 0.3036684 0.2280034
