1.0860003 1.294021 0.4341954 0.8946105 0.6712502
0.9952742 1.1841964 0.3976481 0.8196259 0.6149847
1.1634698 1.4186522 0.4724726 0.9343686 0.7009856
1.8878452 2.2069912 0.7444849 1.5819345 1.1866728
2.534452 2.8993347 0.9846221 2.1606383 1.6204493
5.1025763 5.6178417 1.9285163 4.5374193 3.4029324
4.9986491 5.5792699 1.909547 4.3762312 3.2825735
5.0502205 5.6123061 1.9239365 4.4119606 3.3086159
4.1768527 4.6467838 1.5916915 3.6540928 2.7403071
1.8544974 2.1401629 0.7251315 1.5723752 1.1795442
1.4468776 1.6995285 0.5725047 1.2101527 0.90792
1.1483415 1.3505936 0.4550915 0.9600677 0.7204376
