0.5122496 0.5012994 0.3588308 0.4084652 0.3009673
0.6468349 0.5924888 0.4451742 0.5067537 0.358545
1.0240874 0.8820919 0.6919597 0.8033121 0.5625642
1.8822511 1.4951864 1.2977988 1.4964154 1.0176624
2.7727478 2.2824085 1.9737844 2.2564704 1.5780376
3.0892303 2.7866971 2.2774174 2.6254647 1.981158
3.7845442 3.5352223 2.7888694 3.2661257 2.5510988
3.3860159 3.1348047 2.4654493 2.9005401 2.2701452
3.1837687 2.919425 2.3259542 2.7232046 2.1040685
1.9108094 1.8031622 1.4038424 1.6242071 1.245223
1.0803112 1.045668 0.7867917 0.909723 0.7021829
0.521439 0.4933272 0.3599974 0.4127888 0.297785
