0.7109917 0.8564206 0.5363659 0.4607994 0.2098683
1.1034395 1.3291411 0.8314312 0.7106519 0.3217047
1.1389197 1.3718785 0.8631596 0.7429072 0.3415461
0.6519246 0.7852716 0.5009416 0.4399504 0.2098826
0.5141443 0.6193093 0.3944241 0.3456759 0.1641599
0.4481249 0.539786 0.3432668 0.3027816 0.1446707
0.4030117 0.4854452 0.309132 0.2774008 0.1353448
0.3699918 0.4456713 0.2832837 0.2580087 0.1278252
0.3473407 0.4183871 0.2664112 0.2441358 0.1219303
0.3159291 0.3805504 0.2426982 0.2261532 0.1150978
0.3456533 0.4163545 0.2640035 0.2452712 0.1237747
0.4368099 0.5261566 0.3314398 0.2910427 0.1368532
