5.200799999999999201e+00,4.893599999999999284e+00,3.724800000000000111e+00,3.540000000000000036e+00,3.523200000000000109e+00
5.764800000000000146e+00,4.886400000000000077e+00,3.686399999999999899e+00,3.501600000000000268e+00,3.508799999999999919e+00
5.810399999999999565e+00,4.881599999999999717e+00,3.648000000000000131e+00,3.465599999999999792e+00,3.494400000000000173e+00
5.815200000000000813e+00,4.879199999999999982e+00,3.676800000000000068e+00,3.451200000000000045e+00,3.489600000000000257e+00
5.829600000000000115e+00,4.891199999999999548e+00,3.839999999999999858e+00,3.566399999999999793e+00,3.520800000000000374e+00
5.851199999999999513e+00,4.905599999999999739e+00,3.926400000000000112e+00,3.748800000000000132e+00,3.566399999999999793e+00
5.870400000000000063e+00,4.912799999999999834e+00,3.919200000000000017e+00,3.813600000000000101e+00,3.590399999999999814e+00
5.882400000000000517e+00,4.907999999999999474e+00,3.866399999999999615e+00,3.784799999999999720e+00,3.578399999999999803e+00
5.887199999999999989e+00,4.903200000000000003e+00,3.820800000000000196e+00,3.748800000000000132e+00,3.566399999999999793e+00
5.891999999999999460e+00,4.900800000000000267e+00,3.801600000000000090e+00,3.712799999999999656e+00,3.556799999999999962e+00
5.891999999999999460e+00,4.898400000000000531e+00,3.792000000000000259e+00,3.660000000000000142e+00,3.549599999999999866e+00
1.980720000000000036e+00,4.893599999999999284e+00,3.765599999999999614e+00,3.588000000000000078e+00,3.537599999999999856e+00
