1.7073876 2.0557201 1.6300185 1.330601 0.9973018
0.8010193 0.961283 0.7796428 0.6402736 0.4896434
1.125917 1.3520988 1.1154871 0.89959 0.645355
1.8931109 2.2793689 1.9611131 1.5667654 1.0848523
2.279289 2.7400784 2.2121868 1.7940489 1.3137232
2.4209855 2.9129956 2.1903045 1.8333715 1.4925809
2.5117195 3.0236285 2.3240714 1.9580412 1.6258767
2.3750072 2.8627789 2.186547 1.8284408 1.4839724
2.3200753 2.7979727 2.1872962 1.8028623 1.3965963
1.6394579 1.971559 1.5686069 1.2721895 0.9319456
1.1957244 1.4349973 1.1976047 0.9608124 0.6760323
1.8749534 2.2589891 1.8415732 1.498485 1.1103736
